,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0253,0.091,0.277,0.791,-0.198,0.249
1,roberta_neg,-0.038,0.234,-0.162,0.877,-0.612,0.536
2,sp500_weekly_returns_alternate,0.7981,1.043,0.765,0.473,-1.754,3.35
