,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0033,0.003,1.058,0.298,-0.003,0.01
1,daily_sensitivity,-0.0427,0.024,-1.799,0.081,-0.091,0.006
2,daily_sensitivity_lag_1,-0.028,0.023,-1.21,0.235,-0.075,0.019
3,sp500_daily_returns,0.7052,0.569,1.239,0.224,-0.452,1.862
