,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.002,0.02,-0.099,0.922,-0.043,0.039
1,daily_roberta_neg,0.0904,0.054,1.666,0.105,-0.02,0.201
2,daily_roberta_neg_lag_1,-0.078,0.054,-1.454,0.155,-0.187,0.031
3,sp500_daily_returns,0.8203,0.584,1.404,0.17,-0.367,2.008
