,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.006,0.189,-0.032,0.976,-0.492,0.48
1,np.log(roberta_neg),-0.0035,0.037,-0.097,0.927,-0.098,0.091
2,np.log(roberta_neg_lag_1),-0.0149,0.156,-0.095,0.928,-0.416,0.386
