,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0021,0.002,0.891,0.379,-0.003,0.007
1,np.sinh(daily_sensitivity),-0.0391,0.018,-2.127,0.04,-0.076,-0.002
