,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0032,0.003,1.06,0.296,-0.003,0.009
1,daily_sensitivity,-0.0349,0.023,-1.544,0.131,-0.081,0.011
2,sp500_daily_returns,0.6792,0.559,1.215,0.232,-0.455,1.813
