,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0005,0.001,0.36,0.721,-0.002,0.004
1,daily_roberta_sum,-0.0098,0.01,-0.979,0.334,-0.03,0.01
