,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0038,0.017,0.22,0.835,-0.041,0.048
1,np.sinh(roberta_sum),-0.104,0.185,-0.562,0.599,-0.58,0.372
2,np.sinh(roberta_sum_lag_1),-0.0493,0.102,-0.481,0.651,-0.313,0.214
