,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0111,0.011,1.047,0.354,-0.018,0.041
1,np.sinh(sensitivity),-0.0472,0.146,-0.325,0.762,-0.451,0.357
2,np.sinh(sensitivity_lag_1),-0.0073,0.089,-0.082,0.939,-0.254,0.24
