,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0312,0.028,1.114,0.328,-0.047,0.109
1,np.sinh(roberta_sum),0.1992,0.225,0.885,0.426,-0.426,0.824
2,np.sinh(roberta_sum_lag_1),-0.1404,0.152,-0.926,0.407,-0.561,0.28
3,np.sinh(sp500_weekly_returns_alternate),1.5095,1.265,1.193,0.299,-2.003,5.022
