,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0185,0.077,0.241,0.821,-0.194,0.231
1,roberta_pos,-0.1551,0.146,-1.064,0.347,-0.56,0.25
2,roberta_pos_lag_1,0.1152,0.137,0.844,0.446,-0.264,0.494
3,sp500_weekly_returns_alternate,0.8417,0.629,1.339,0.252,-0.903,2.587
