,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0426,0.077,0.554,0.618,-0.202,0.288
1,np.log(roberta_neg),-0.0159,0.048,-0.328,0.765,-0.17,0.138
2,np.log(sp500_weekly_returns_alternate),0.0106,0.007,1.451,0.243,-0.013,0.034
