,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.1172,0.159,-0.739,0.493,-0.525,0.291
1,np.sqrt(roberta_pos),0.0081,0.19,0.043,0.968,-0.481,0.497
2,np.sqrt(roberta_pos_lag_1),0.2341,0.194,1.205,0.282,-0.265,0.734
