,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0049,0.007,0.697,0.49,-0.009,0.019
1,daily_roberta_neg,-0.0121,0.024,-0.512,0.612,-0.06,0.036
2,sp500_daily_returns,1.0147,0.224,4.536,0.0,0.561,1.468
