,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.4182,0.702,0.596,0.577,-1.385,2.222
1,np.sqrt(roberta_neg),0.0235,0.238,0.099,0.925,-0.589,0.636
2,np.sqrt(roberta_neg_lag_1),-0.7261,1.06,-0.685,0.524,-3.45,1.998
