,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0015,0.002,0.958,0.344,-0.002,0.005
1,np.sinh(daily_roberta_sum),-0.0122,0.011,-1.074,0.29,-0.035,0.011
2,np.sinh(daily_roberta_sum_lag_1),0.0036,0.011,0.336,0.739,-0.018,0.025
3,np.sinh(sp500_daily_returns),1.1252,0.223,5.047,0.0,0.673,1.578
