,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.5467,0.503,1.087,0.338,-0.85,1.944
1,np.sinh(roberta_neg),-0.1956,0.267,-0.734,0.504,-0.936,0.544
2,np.sinh(roberta_neg_lag_1),-1.3167,1.255,-1.049,0.353,-4.8,2.167
3,np.sinh(sp500_weekly_returns_alternate),0.7276,1.279,0.569,0.6,-2.823,4.278
