,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0011,0.008,0.135,0.898,-0.019,0.021
1,np.sinh(roberta_pos),0.0175,0.017,1.047,0.343,-0.025,0.06
2,np.sinh(roberta_pos_lag_1),-0.0031,0.013,-0.245,0.816,-0.036,0.03
