,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0696,0.052,-1.328,0.198,-0.178,0.039
1,np.sqrt(daily_roberta_neg),0.1155,0.088,1.317,0.201,-0.066,0.297
2,np.sqrt(sp500_daily_returns),0.1081,0.189,0.573,0.572,-0.283,0.499
