,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.3572,0.548,-0.652,0.632,-7.314,6.6
1,np.sqrt(roberta_pos),-0.2172,1.166,-0.186,0.883,-15.036,14.602
2,np.sqrt(roberta_pos_lag_1),0.7725,0.718,1.075,0.477,-8.356,9.901
3,np.sqrt(sp500_weekly_returns_alternate),0.9328,0.716,1.302,0.417,-8.168,10.033
