,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0016,0.003,-0.547,0.588,-0.008,0.004
1,np.sinh(daily_roberta_sum),-0.0371,0.019,-1.94,0.06,-0.076,0.002
