,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0169,0.013,1.25,0.219,-0.01,0.044
1,daily_roberta_pos,-0.0497,0.047,-1.054,0.299,-0.145,0.046
2,sp500_daily_returns,0.6868,0.572,1.201,0.238,-0.473,1.847
