,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0041,0.006,0.651,0.519,-0.009,0.017
1,daily_roberta_pos,-0.0071,0.016,-0.444,0.66,-0.04,0.025
2,sp500_daily_returns,1.0199,0.225,4.538,0.0,0.565,1.475
