,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0225,0.013,-1.673,0.103,-0.05,0.005
1,np.sinh(daily_roberta_neg),0.0636,0.035,1.834,0.075,-0.007,0.134
