,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0345,0.02,1.693,0.105,-0.008,0.077
1,np.log(daily_roberta_neg),0.0145,0.011,1.301,0.207,-0.009,0.038
2,np.log(daily_roberta_neg_lag_1),-0.0123,0.011,-1.154,0.261,-0.034,0.01
3,np.log(sp500_daily_returns),0.0045,0.002,2.013,0.057,-0.0,0.009
