,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0014,0.002,0.923,0.362,-0.002,0.004
1,np.sinh(daily_roberta_sum),-0.0005,0.01,-0.054,0.958,-0.021,0.02
2,np.sinh(sp500_daily_returns),1.0109,0.225,4.502,0.0,0.556,1.466
