,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0589,0.16,-0.369,0.728,-0.47,0.352
1,roberta_neg,0.741,0.771,0.961,0.38,-1.24,2.722
2,roberta_neg_lag_1,-0.5276,0.533,-0.99,0.368,-1.898,0.843
