,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0247,0.087,0.283,0.787,-0.189,0.238
1,np.sinh(roberta_neg),-0.0354,0.218,-0.163,0.876,-0.568,0.497
2,np.sinh(sp500_weekly_returns_alternate),0.7966,1.045,0.762,0.475,-1.761,3.354
