,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0213,0.045,0.473,0.653,-0.089,0.131
1,np.sinh(roberta_neg),-0.0466,0.147,-0.316,0.763,-0.407,0.314
2,np.sinh(sp500_weekly_returns_alternate),0.6756,0.469,1.439,0.2,-0.473,1.824
