,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0045,0.017,-0.272,0.797,-0.047,0.038
1,np.sqrt(roberta_pos),0.0235,0.022,1.054,0.34,-0.034,0.081
2,np.sqrt(roberta_pos_lag_1),-0.0053,0.017,-0.303,0.774,-0.05,0.039
