,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0067,0.001,8.979,0.001,0.005,0.009
1,sensitivity,0.0182,0.013,1.417,0.229,-0.017,0.054
2,sensitivity_lag_1,-0.0072,0.008,-0.942,0.399,-0.028,0.014
