,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0068,0.006,-1.078,0.288,-0.02,0.006
1,np.log(daily_roberta_pos),-0.0067,0.006,-1.036,0.307,-0.02,0.006
