,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0004,0.001,-0.388,0.7,-0.003,0.002
1,np.sinh(daily_sensitivity),-0.0076,0.01,-0.797,0.43,-0.027,0.012
