,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0048,0.01,0.471,0.641,-0.016,0.025
1,np.log(daily_roberta_neg),0.0071,0.008,0.877,0.386,-0.009,0.024
2,np.log(daily_roberta_neg_lag_1),-0.0029,0.007,-0.409,0.685,-0.017,0.011
