,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0119,0.008,1.456,0.205,-0.009,0.033
1,np.log(roberta_pos),0.0073,0.007,1.061,0.337,-0.01,0.025
2,np.log(roberta_pos_lag_1),-0.0019,0.005,-0.35,0.741,-0.016,0.012
