,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0153,0.005,3.288,0.03,0.002,0.028
1,np.sinh(sensitivity),0.0254,0.064,0.399,0.71,-0.151,0.202
2,np.sinh(sensitivity_lag_1),-0.0313,0.039,-0.805,0.466,-0.139,0.077
