,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0701,0.189,0.371,0.726,-0.416,0.556
1,np.log(roberta_neg),0.218,0.23,0.949,0.386,-0.373,0.809
2,np.log(roberta_neg_lag_1),-0.1639,0.165,-0.991,0.367,-0.589,0.261
