,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0097,0.092,-0.105,0.923,-0.303,0.284
1,np.sqrt(roberta_neg),-0.0248,0.159,-0.157,0.886,-0.53,0.48
2,np.sqrt(sp500_weekly_returns_alternate),0.326,0.15,2.17,0.118,-0.152,0.804
