,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0139,0.016,0.865,0.393,-0.019,0.047
1,np.sqrt(daily_roberta_pos),-0.0248,0.024,-1.015,0.317,-0.074,0.025
2,np.sqrt(daily_roberta_pos_lag_1),0.0016,0.025,0.064,0.949,-0.048,0.052
