,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0244,0.007,3.267,0.022,0.005,0.044
1,np.sinh(roberta_sum),0.0997,0.061,1.622,0.166,-0.058,0.258
2,np.sinh(roberta_sum_lag_1),-0.0692,0.04,-1.728,0.145,-0.172,0.034
