,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0499,0.058,0.863,0.451,-0.134,0.234
1,np.log(roberta_pos),-0.0194,0.059,-0.326,0.766,-0.208,0.17
2,np.log(sp500_weekly_returns_alternate),0.0119,0.007,1.625,0.203,-0.011,0.035
