,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0102,0.015,0.702,0.514,-0.027,0.048
1,sensitivity,-0.0324,0.088,-0.369,0.727,-0.258,0.194
2,sp500_weekly_returns_alternate,1.4468,1.236,1.171,0.294,-1.73,4.624
