,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0149,0.017,-0.85,0.401,-0.05,0.021
1,daily_roberta_neg,0.0476,0.046,1.04,0.305,-0.045,0.14
2,sp500_daily_returns,0.6956,0.574,1.212,0.233,-0.468,1.859
