,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0013,0.001,1.081,0.287,-0.001,0.004
1,np.sinh(daily_sensitivity),-0.0072,0.01,-0.754,0.456,-0.027,0.012
2,np.sinh(sp500_daily_returns),0.9991,0.223,4.478,0.0,0.547,1.451
