,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0108,0.016,-0.669,0.508,-0.044,0.022
1,daily_roberta_neg,0.1074,0.043,2.474,0.018,0.019,0.196
2,daily_roberta_neg_lag_1,-0.0736,0.044,-1.686,0.101,-0.162,0.015
