,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0138,0.017,-0.831,0.411,-0.048,0.02
1,np.sinh(daily_roberta_neg),0.0438,0.042,1.03,0.31,-0.042,0.13
2,np.sinh(sp500_daily_returns),0.6943,0.574,1.21,0.234,-0.469,1.858
