,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.3487,0.163,2.143,0.278,-1.719,2.416
1,np.sqrt(roberta_neg),1.0408,0.258,4.03,0.155,-2.24,4.322
2,np.sqrt(roberta_neg_lag_1),-1.6526,0.387,-4.265,0.147,-6.576,3.271
3,np.sqrt(sp500_weekly_returns_alternate),0.3652,0.063,5.83,0.108,-0.431,1.161
