,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.131,0.299,0.438,0.691,-0.821,1.083
1,np.log(roberta_pos),0.0496,0.26,0.191,0.861,-0.779,0.878
2,np.log(sp500_weekly_returns_alternate),0.0106,0.018,0.575,0.605,-0.048,0.069
