,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0048,0.008,0.621,0.538,-0.011,0.021
1,np.log(daily_roberta_neg),0.0042,0.006,0.677,0.502,-0.008,0.017
