,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.058,0.155,-0.373,0.724,-0.457,0.341
1,np.sinh(roberta_neg),0.71,0.738,0.963,0.38,-1.186,2.606
2,np.sinh(roberta_neg_lag_1),-0.5028,0.508,-0.989,0.368,-1.809,0.804
