,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0056,0.005,1.157,0.331,-0.01,0.021
1,sensitivity,-0.1537,0.07,-2.19,0.116,-0.377,0.07
2,sensitivity_lag_1,-0.0283,0.048,-0.595,0.594,-0.18,0.123
3,sp500_weekly_returns_alternate,0.9363,0.42,2.229,0.112,-0.401,2.273
