,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0286,0.015,1.94,0.066,-0.002,0.059
1,np.log(daily_roberta_pos),-0.0199,0.009,-2.091,0.049,-0.04,-0.0
2,np.log(daily_roberta_pos_lag_1),0.0137,0.01,1.342,0.194,-0.008,0.035
3,np.log(sp500_daily_returns),0.005,0.002,2.381,0.027,0.001,0.009
