,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0005,0.001,0.354,0.725,-0.002,0.003
1,np.sinh(daily_roberta_sum),-0.0095,0.01,-0.976,0.335,-0.029,0.01
