,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0067,0.001,8.98,0.001,0.005,0.009
1,np.sinh(sensitivity),0.0181,0.013,1.417,0.229,-0.017,0.054
2,np.sinh(sensitivity_lag_1),-0.0072,0.008,-0.944,0.398,-0.028,0.014
