,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0365,0.17,0.215,0.838,-0.4,0.473
1,roberta_neg,-0.0135,0.094,-0.143,0.892,-0.256,0.229
2,roberta_neg_lag_1,-0.0526,0.44,-0.119,0.91,-1.183,1.078
