,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0364,0.054,0.675,0.536,-0.113,0.186
1,roberta_neg,0.9179,0.226,4.067,0.015,0.291,1.545
2,roberta_neg_lag_1,-0.985,0.204,-4.84,0.008,-1.55,-0.42
3,sp500_weekly_returns_alternate,1.5234,0.341,4.472,0.011,0.578,2.469
