,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0005,0.004,0.138,0.891,-0.007,0.008
1,daily_roberta_sum,-0.0257,0.024,-1.077,0.289,-0.074,0.023
2,sp500_daily_returns,0.6964,0.573,1.216,0.232,-0.465,1.858
