,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0058,0.001,4.271,0.008,0.002,0.009
1,roberta_sum,0.0107,0.015,0.734,0.496,-0.027,0.048
2,roberta_sum_lag_1,0.0028,0.008,0.342,0.746,-0.018,0.024
