,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0646,0.114,-0.569,0.587,-0.333,0.204
1,np.sqrt(roberta_neg),0.1183,0.185,0.638,0.544,-0.32,0.556
