,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0466,0.033,-1.41,0.218,-0.131,0.038
1,roberta_pos,0.0786,0.075,1.048,0.343,-0.114,0.271
2,roberta_pos_lag_1,0.1398,0.077,1.822,0.128,-0.057,0.337
