,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.1726,0.011,15.363,0.041,0.03,0.315
1,np.log(roberta_pos),-0.0721,0.006,-12.773,0.05,-0.144,-0.0
2,np.log(roberta_pos_lag_1),0.1319,0.006,20.403,0.031,0.05,0.214
3,np.log(sp500_weekly_returns_alternate),0.0218,0.001,28.448,0.022,0.012,0.032
