Statistics,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9
roberta_neg,0.2024306047256799,0.300575720736128,0.315476431794384,0.2991097668199279,0.3240718987558399,0.321580486663968,0.283558442735192,0.275059649880376,0.30578056003936
roberta_neu,0.31778621878672,0.33570346551792,0.30554546984664,0.339133368786,0.3508251175956,0.32766548098504,0.27573631243816,0.29382820020368,0.34630213225039996
roberta_pos,0.479783178492,0.36372081095608,0.37897809759504,0.36175686139464,0.32510298381648,0.35075403355232,0.44070524411104,0.4311121522788,0.34791730794200004
roberta_sum,0.27735257366056,0.06314509002872,0.063501664745576,0.062647094484932,0.0010310847489599,0.0291735465350879,0.15714680184672,0.156052501923064,0.042136747750616
sensitivity,,-0.21420748363184,0.000356574716856,-0.0008545702606439,-0.061616009735972,0.028142461786128,0.1279732553116321,-0.001094299923656,-0.113915754172448
