Statistics,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9
roberta_neg,0.35400970683376,0.400222932473808,0.378147657419664,0.4776948691413601,0.3560501476122,0.3360707346337039,0.346789170875,0.432484226139808,0.299363599140888
roberta_neu,0.33510805780032,0.33342421965568,0.3361817218338399,0.33130602455784,0.3679106701248,0.3385382468315199,0.33150315688672,0.34590493739136,0.38018696397584
roberta_pos,0.31088223570696,0.26635285021208,0.28567062252608,0.19099910636168,0.2760391803510399,0.32539101844248,0.3217076721951999,0.22161083564544,0.32044943732215997
roberta_sum,-0.0431274704404,-0.13387008292168,-0.092477034629896,-0.28669576305248,-0.080010967529512,-0.0106797159972,-0.025081498467648,-0.2108733905638239,0.021085838871935998
sensitivity,,-0.09074261248128,0.041393048291784,-0.194218728422584,0.206684795522968,0.069331251532312,-0.014401782470448,-0.1857918920961759,0.2319592294357599
