Date,Open,Adj Close,daily_return
2023-05-26,4156.16015625,4205.4501953125,0.01185951388046913
2023-05-30,4226.7099609375,4205.52001953125,-0.005013341724907527
2023-05-31,4190.740234375,4179.830078125,-0.002603395972985423
2023-06-01,4183.02978515625,4221.02001953125,0.00908198992744702
2023-06-02,4241.009765625,4282.3701171875,0.00975247732220308
2023-06-05,4282.990234375,4273.7900390625,-0.002148077583427499
2023-06-06,4271.33984375,4283.85009765625,0.0029288828245674914
2023-06-07,4285.47021484375,4267.52001953125,-0.004188617447468235
2023-06-08,4268.68994140625,4293.93017578125,0.005912876016168411
2023-06-09,4304.8798828125,4298.85986328125,-0.0013984175389620823
2023-06-12,4308.31982421875,4338.93017578125,0.007104939468613125
2023-06-13,4352.60986328125,4369.009765625,0.0037678319120901804
2023-06-14,4366.2900390625,4372.58984375,0.001442827808308511
2023-06-15,4365.330078125,4425.83984375,0.013861441069077163
2023-06-16,4440.9501953125,4409.58984375,-0.007061630998609569
2023-06-20,4396.10986328125,4388.7099609375,-0.0016832842157922245
2023-06-21,4380.009765625,4365.68994140625,-0.003269358970642955
2023-06-22,4355.39990234375,4381.89013671875,0.006082158922018799
2023-06-23,4354.169921875,4348.330078125,-0.0013412071312746132
2023-06-26,4344.83984375,4328.81982421875,-0.0036871369503514995
2023-06-27,4337.35986328125,4378.41015625,0.009464350264378307
2023-06-28,4367.47998046875,4376.85986328125,0.002147664752774281
2023-06-29,4374.93994140625,4396.43994140625,0.00491435317694644
2023-06-30,4422.43994140625,4450.3798828125,0.006317766159954941
2023-07-03,4450.47998046875,4455.58984375,0.0011481600419898097
2023-07-05,4442.0400390625,4446.81982421875,0.001076033784976671
2023-07-06,4422.6201171875,4411.58984375,-0.0024940585320980535
2023-07-07,4404.5400390625,4398.9501953125,-0.0012691095325335633
2023-07-10,4394.22998046875,4409.52978515625,0.0034817942518947653
2023-07-11,4415.5498046875,4439.259765625,0.005369650889755606
2023-07-12,4467.68994140625,4472.16015625,0.0010005651471738375
2023-07-13,4491.5,4510.0400390625,0.004127805646777283
2023-07-14,4514.60986328125,4505.419921875,-0.002035600347439659
2023-07-17,4508.85986328125,4522.7900390625,0.0030895118064531157
2023-07-18,4521.77978515625,4554.97998046875,0.0073422848723165846
2023-07-19,4563.8701171875,4565.72021484375,0.00040537912095328643
2023-07-20,4554.3798828125,4534.8701171875,-0.0042837370019630505
2023-07-21,4550.16015625,4536.33984375,-0.0030373244073654826
2023-07-24,4543.39013671875,4554.64013671875,0.002476124581307637
2023-07-25,4555.18994140625,4567.4599609375,0.002693635103931946
2023-07-26,4558.9599609375,4566.75,0.0017087316250301576
2023-07-27,4598.259765625,4537.41015625,-0.013233182220345752
2023-07-28,4565.75,4582.22998046875,0.003609479377703506
